N	Name	CoreFr	BoostFr	MemGb	MemFr	Bits	Price
333106	GeForce RTX2070 Super KFA2 EX Gamer Black Edition PCI-E 8192Mb (27ISL6MDW0BK)	1815	1830	8	14000	256	49030
326787	GeForce RTX2070 Super MSI PCI-E 8192Mb (RTX 2070 SUPER GAMING TRIO)	1770	1770	8	14000	256	49120
325677	GeForce RTX2070 Super ASUS PCI-E 8192Mb (DUAL-RTX2070S-O8G-EVO)	1605	1845	8	14000	256	49170
329861	GeForce RTX2070 Super Inno3D Jet PCI-E 8192Mb (N207S1-08D6-1180651)	1770	1770	8	14000	256	49240
344943	GeForce RTX2070 Super Palit GamingPro Premium PCI-E 8192Mb (NE6207SS19P2-180T)	1605	1815	8	14000	256	49290
329405	GeForce RTX2070 Super Zotac Twin Fan PCI-E 8192Mb (ZT-T20710F-10P)	1770	1770	8	14000	256	49590
329617	GeForce RTX2070 Super Gigabyte PCI-E 8192Mb (GV-N207SWF3OC-8GD)	1785	1785	8	14000	256	49610
335880	GeForce RTX2070 Super Palit JetStream LE PCI-E 8192Mb (NE6207S019P2-1040J)	1607	1770	8	14000	256	49910
327353	GeForce RTX2070 Super ASUS PCI-E 8192Mb (TURBO-RTX2070S-8G-EVO)	1605	1800	8	14000	256	50370
350321	GeForce RTX2070 Super MSI PCI-E 8192Mb (RTX 2070 SUPER VENTUS GP OC)	1605	1785	8	14000	256	50550
337703	GeForce RTX2070 Super MSI PCI-E 8192Mb (RTX 2070 SUPER GAMING)	1770	1770	8	14000	256	50790
330739	GeForce RTX2070 Super ASUS PCI-E 8192Mb (DUAL-RTX2070S-A8G-EVO)	1605	1815	8	14000	256	50900
325198	GeForce RTX2070 Super Palit JetStream PCI-E 8192Mb (NE6207SS19P2-1040J)	1605	1815	8	14000	256	50980
341458	GeForce RTX2070 Super MSI PCI-E 8192Mb (RTX 2070 SUPER GAMING Z TRIO)	1815	1815	8	14000	256	51480
335031	GeForce RTX2070 Super Gigabyte PCI-E 8192Mb (GV-N207SGAMINGOC WHITE-8GD)	1815	1815	8	14000	256	51850
325196	GeForce RTX2070 Super Palit GameRock PCI-E 8192Mb (NE6207S020P2-1040G)	1605	1770	8	14000	256	52200
328827	Quadro P2200 PNY PCI-E 5120Mb (VCQP2200-PB)	1253	1493	5	10024	160	52200
324766	GeForce RTX2070 Super MSI PCI-E 8192Mb (RTX 2070 SUPER GAMING X TRIO)	1800	1800	8	14000	256	52440
347288	GeForce RTX2070 Super KFA2 WTF PCI-E 8192Mb (27ISL6MD24WF)	1605	1830	8	14000	256	53790
341558	GeForce RTX2070 Super EVGA FTW3 ULTRA PCI-E 8192Mb (08G-P4-3277-KR)	1605	1815	8	14000	256	53970
330260	GeForce RTX2070 Super MSI PCI-E 8192Mb (RTX 2070 SUPER GAMING X)	1800	1800	8	14000	256	54210
342797	GeForce RTX2070 Super EVGA Gaming PCI-E 8192Mb (08G-P4-3070-KR)	1605	1770	8	14000	256	54560
327870	GeForce RTX2070 Super ASUS PCI-E 8192Mb (ROG-STRIX-RTX2070S-O8G-GAMING)	1605	1935	8	14000	256	56500
324767	GeForce RTX2070 Super ASUS PCI-E 8192Mb (ROG-STRIX-RTX2070S-A8G-GAMING)	1605	1830	8	14000	256	59270
342799	GeForce RTX2070 Super EVGA XC HYBRID GAMING PCI-E 8192Mb (08G-P4-3178-KR)	1605	1800	8	14000	256	60630
309447	GeForce RTX2070 Gigabyte Gaming Box PCI-E 8192Mb (GV-N2070IXEB-8GC)	1620	1620	8	14000	256	64180
298052	GeForce RTX2080 EVGA XC ULTRA GAMING PCI-E 8192Mb (08G-P4-2183-KR)	1815	1815	8	14000	256	65050
299627	GeForce RTX2080 Gigabyte PCI-E 8192Mb (GV-N2080TURBO OC-8GC)	1785	1785	8	14000	256	65750
341462	GeForce RTX2080 Super Zotac Blower PCI-E 8192Mb (ZT-T20820A-10B) OEM	1650	1815	8	15500	256	65920
341265	GeForce RTX2080 Super Gigabyte PCI-E 8192Mb (GV-N208SGAMING OC-8GC V2)	1845	1845	8	15500	256	66100
344944	GeForce RTX2080 Super Palit GamingPro PCI-E 8192Mb (NE6208S019P2-180T)	1650	1815	8	15500	256	66580
325668	GeForce RTX2080 Super Palit GameRock PCI-E 8192Mb (NE6208S020P2-1040G)	1650	1815	8	15500	256	67830
344945	GeForce RTX2080 Super Palit GamingPro OC PCI-E 8192Mb (NE6208SS19P2-180T)	1650	1845	8	15500	256	68000
332581	GeForce RTX2080 Super EVGA Black Gaming PCI-E 8192Mb (08G-P4-3081-KR)	1815	1815	8	15500	256	68520
326395	GeForce RTX2080 Super Inno3D Gaming OC X3 PCI-E 8192Mb (N208S3-08D6X-1180VA24)	1845	1845	8	15500	256	68970
333108	GeForce RTX2080 Super KFA2 EX Gamer Black PCI-E 8192Mb (28ISL6MDW0NK)	1845	1860	8	15500	256	69820
341463	GeForce RTX2080 Super Zotac PCI-E 8192Mb (ZT-T20820H-10P)	1815	1815	8	15500	256	69820
328972	GeForce RTX2080 Super Gigabyte AORUS WATERFORCE WB 8G PCI-E 8192Mb (GV-N208SAORUS WB-8GC)	1860	1860	8	15500	256	70760
329856	GeForce RTX2080 Super MSI PCI-E 8192Mb (RTX 2080 SUPER VENTUS XS OC)	1830	1830	8	15500	256	71040
332140	GeForce RTX2080 Super EVGA XC Gaming PCI-E 8192Mb (08G-P4-3182-KR)	1830	1830	8	15500	256	71120
330343	GeForce RTX2080 Super Gigabyte Windforce 3X OC PCI-E 8192Mb (GV-N208SWF3OC-8GD)	1830	1830	8	15500	256	71120
325669	GeForce RTX2080 Super Palit GameRock Premium PCI-E 8192Mb (NE6208SH20P2-1040G)	1650	1860	8	15500	256	71750
330259	GeForce RTX2080 Super Gigabyte PCI-E 8192Mb (GV-N208SGAMING-8GC)	1815	1815	8	15500	256	71990
332141	GeForce RTX2080 Super EVGA XC Ultra PCI-E 8192Mb (08G-P4-3183-KR)	1845	1845	8	15500	256	72420
326038	GeForce RTX2080 Super MSI PCI-E 8192Mb (RTX 2080 SUPER GAMING X TRIO)	1845	1845	8	15500	256	72620
341261	GeForce RTX2080 Super Gigabyte PCI-E 8192Mb (GV-N208SGAMINGOC WHITE-8GD)	1845	1845	8	15500	256	72860
350075	GeForce RTX2080 Super Zotac AMP Core RGB PCI-E 8192Mb (ZT-T20820J-10P)	1650	1830	8	15500	256	73290
341567	GeForce RTX2080 Super EVGA Gaming PCI-E 8192Mb (08G-P4-3080-KR)	1650	1815	8	15500	256	74590
341876	GeForce RTX2080 Super Gigabyte PCI-E 8192Mb (GV-N208SGAMINGOC WB-8GD)	1845	1845	8	15500	256	74590
337879	GeForce RTX2080 Super ASUS PCI-E 8192Mb (TURBO-RTX2080S-8G-EVO)	1845	1845	8	15500	256	75460
329857	GeForce RTX2080 Super MSI PCI-E 8192Mb (RTX 2080 SUPER GAMING TRIO)	1815	1815	8	15500	256	75720
325553	GeForce RTX2080 Super Gigabyte PCI-E 8192Mb (GV-N208SAORUS-8GC)	1860	1860	8	15500	256	76420
341371	GeForce RTX2080 Super ASUS PCI-E 8192Mb (DUAL-RTX2080S-8G-EVO-V2)	1650	1845	8	15500	256	77190
341372	GeForce RTX2080 Super ASUS PCI-E 8192Mb (DUAL-RTX2080S-O8G-EVO-V2)	1650	1860	8	15500	256	78060
348025	GeForce RTX2080 Super ASUS PCI-E 8192Mb (ROG-STRIX-RTX2080S-O8G-WHITE)	1650	1890	8	15500	256	79380
328971	GeForce RTX2080 Super Gigabyte AORUS WATERFORCE 8G PCI-E 8192Mb (GV-N208SAORUS W-8GC)	1860	1860	8	15500	256	83220
342801	GeForce RTX2080 Super EVGA FTW3 HYDRO COPPER GAMING PCI-E 8192Mb (08G-P4-3289-KR)	1845	1845	8	15500	256	83960
341561	GeForce RTX2080 Super EVGA FTW3 HYBRID GAMING PCI-E 8192Mb (08G-P4-3288-KR)	1845	1845	8	15500	256	84570
346522	GeForce RTX2080 Ti Inno3D JET PCI-E 11264Mb (N208T1-11D6-1770705)	1545	1545	11	14000	352	97550
303313	GeForce RTX2080 Ti Palit Dual PCI-E 11264Mb (NE6208T020LC)	1350	1545	11	14000	352	105040
303486	GeForce RTX2080 Ti Zotac Blower PCI-E 11264Mb (ZT-T20810A-10P)	1545	1545	11	14000	352	106680
329410	GeForce RTX2080 Ti Zotac Twin Fan PCI-E 11264Mb (ZT-T20810G-10P)	1350	1545	11	14000	352	107550
297443	GeForce RTX2080 Ti Palit GamingPro OC PCI-E 11264Mb (NE6208TS20LC)	1350	1650	11	14000	352	108630
299834	GeForce RTX2080 Ti Palit GamingPro PCI-E 11264Mb (NE6208TT20LC)	1350	1575	11	14000	352	108850
309975	GeForce RTX2080 Ti MSI PCI-E 11264Mb (RTX 2080 Ti GAMING TRIO)	1350	1635	11	14000	352	110510
326942	GeForce RTX2080 Ti Gigabyte PCI-E 11264Mb (GV-N208TTURBO-11GC V2)	1545	1545	11	14000	352	111020
347282	GeForce RTX2080 Ti MSI PCI-E 11264Mb (RTX 2080 Ti VENTUS GP OC)	1350	1635	11	14000	352	111280
350074	GeForce RTX2080 Ti MSI PCI-E 11264Mb (RTX 2080 Ti AERO 11G)	1350	1545	11	14000	352	111890
299155	GeForce RTX2080 Ti Gigabyte PCI-E 11264Mb (GV-N208TGAMING OC-11GC)	1650	1665	11	14000	352	112760
310596	GeForce RTX2080 Ti Gigabyte PCI-E 11264Mb (GV-N208TTURBO OC-11GC)	1620	1620	11	14000	352	112760
302667	GeForce RTX2080 Ti Gigabyte PCI-E 11264Mb (GV-N208TWF3-11GC)	1545	1545	11	14000	352	112810
298521	GeForce RTX2080 Ti ASUS PCI-E 11264Mb (TURBO-RTX2080TI-11G)	1350	1560	11	14000	352	112860
336837	GeForce RTX2080 Ti Colorful PCI-E 11264Mb (RTX 2080 Ti Advanced OC PA2V)	1350	1635	11	14000	352	117090
298270	GeForce RTX2080 Ti MSI PCI-E 11264Mb (RTX 2080 Ti GAMING X TRIO)	1350	1755	11	14000	352	118930
341570	GeForce RTX2080 Ti EVGA XC BLACK EDITION GAMING PCI-E 11264Mb (11G-P4-2282-KR)	1350	1560	11	14000	352	120130
302664	GeForce RTX2080 Ti Gigabyte PCI-E 11264Mb (GV-N208TAORUS X-11GC)	1770	1770	11	14140	352	123600
332142	GeForce RTX2080 Ti EVGA XC HYBRID GAMING PCI-E 11264Mb (11G-P4-2384-KR)	1635	1635	11	14000	352	129670
301143	GeForce RTX2080 Ti ASUS PCI-E 11264Mb (STRIX-RTX2080TI-O11G-GAMING)	1350	1665	11	14000	352	133950
306088	GeForce RTX2080 Ti Gigabyte PCI-E 11264Mb (GV-N208TAORUSX W-11GC)	1770	1770	11	14140	352	135310
341568	GeForce RTX2080 Ti EVGA FTW3 GAMING PCI-E 11264Mb (11G-P4-2483-KR)	1575	1575	11	14000	352	138780
323667	GeForce RTX2080 Ti EVGA FTW3 ULTRA HYBRID PCI-E 11264Mb (11G-P4-2484-KR)	1755	1755	11	14000	352	140510
323668	GeForce RTX2080 Ti EVGA FTW3 ULTRA PCI-E 11264Mb (11G-P4-2487-KR)	1755	1755	11	14000	352	144850
341569	GeForce RTX2080 Ti EVGA FTW3 ULTRA HYDRO COPPER GAMING PCI-E 11264Mb (11G-P4-2489-KR)	1775	1775	11	14000	352	148320
326940	GeForce RTX2080 Ti EVGA K|NGP|N PCI-E 11264Mb (11G-P4-2589-KR)	1770	1770	11	14000	352	200360
310032	GeForce Titan V nVidia PCI-E 12288Mb (MSIP-REM-NVA-PG500)	1200	1455	12	850	3072	423350
346238	Quadro RTX6000 PNY PCI-E 24576Mb (VCQRTX6000STU-BSP) OEM	1440	1770	24	14000	384	511740
311023	Quadro RTX6000 PNY PCI-E 24576Mb (X/VCQRTX6000-PB)	1440	1770	24	14000	384	511740
